,clust,Customer ID,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
1188,2,861,1,0,0,0,2,0,1,44.31,1,1,1,73,0,1,0,0,0,0,1,1,0,1,1,54.4,114.1,0.0,0,88.62,202.72
1189,2,207,1,0,0,0,1,0,1,11.35,0,1,1,9,1,0,0,0,0,0,0,1,0,1,1,48.55,48.55,0.0,0,11.35,59.9
1190,2,3232,1,0,1,1,2,0,1,46.23,0,1,2,21,0,0,0,0,0,0,0,1,0,0,0,70.4,147.15,0.0,0,92.46,239.61
1191,2,3504,1,0,1,3,2,5,1,30.19,0,1,0,16,0,0,0,0,0,0,0,1,0,1,1,44.6,80.55,0.0,0,60.38,140.93
1192,0,4481,1,0,0,0,59,0,1,26.63,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.35,1099.6,14.22,0,1571.1699999999998,2656.5499999999997
1193,2,4517,1,0,0,0,1,5,0,0.0,0,1,0,29,0,0,0,0,0,0,0,1,0,0,0,24.8,24.8,0.0,0,0.0,24.8
1194,2,4207,1,0,0,0,1,5,1,44.59,0,1,2,41,0,0,0,0,0,0,0,1,0,0,1,70.6,70.6,0.0,0,44.59,115.19
1195,2,4562,1,0,1,1,5,5,1,42.29,1,1,2,16,0,1,0,1,0,0,0,1,0,1,0,85.4,401.1,45.37,0,211.45,567.1800000000001
1196,1,3127,1,0,1,6,52,0,1,10.59,1,1,2,48,0,1,1,0,1,1,1,1,0,1,0,105.05,5624.85,27.6,0,550.68,6147.93
1197,1,6698,1,0,1,6,18,0,1,1.51,0,1,2,28,0,0,1,0,1,1,1,1,0,0,1,95.15,1779.95,10.17,0,27.18,1796.96
1198,2,3967,1,0,1,1,1,5,1,19.15,0,1,2,18,0,0,0,0,0,0,0,0,0,0,0,70.0,70.0,0.0,10,19.15,99.15
1199,2,2504,1,0,0,0,10,0,1,49.58,0,1,1,17,0,0,0,0,0,0,0,1,0,1,1,44.85,435.4,0.0,0,495.79999999999995,931.1999999999999
1200,2,4535,1,0,0,0,1,0,1,6.19,0,1,2,52,1,0,0,0,0,0,1,1,0,1,1,73.6,73.6,0.0,0,6.19,79.78999999999999
1201,2,5355,1,0,0,0,5,5,1,5.78,0,1,2,52,0,0,0,0,1,0,0,0,0,1,0,80.6,415.55,36.44,40,28.900000000000002,448.01
1202,1,1593,1,0,1,1,38,3,1,42.14,0,1,1,19,1,1,0,1,1,1,1,1,1,0,1,80.3,3058.65,0.0,0,1601.32,4659.97
1203,2,75,1,0,0,0,7,0,1,28.62,1,1,2,26,0,0,0,0,0,0,1,1,0,1,0,73.85,511.25,13.03,0,200.34,698.5600000000001
1204,2,1985,1,0,0,0,2,0,1,5.32,1,1,2,20,0,0,1,0,0,0,0,1,0,0,1,80.6,155.8,0.0,0,10.64,166.44
1205,1,3020,1,0,1,1,68,1,1,29.18,1,1,1,18,0,1,1,1,0,1,1,0,1,1,0,75.8,5293.95,0.0,90,1984.24,7368.19
1206,1,4738,1,0,0,0,43,0,1,12.88,1,1,2,59,0,1,1,0,1,1,1,1,2,1,0,104.6,4759.85,0.0,0,553.84,5313.6900000000005
1207,1,924,1,0,1,2,63,0,1,48.95,1,1,2,13,0,1,1,0,1,1,1,1,0,1,0,103.4,6603.0,0.0,0,3083.8500000000004,9686.85
1208,2,1370,1,0,0,0,2,5,1,10.53,0,1,2,8,0,0,0,0,1,1,1,1,0,1,0,90.4,168.2,0.0,0,21.06,189.26
1209,2,126,1,0,1,5,4,5,1,28.77,1,1,2,19,0,1,1,0,0,0,1,1,0,1,0,84.8,371.9,0.0,0,115.08,486.97999999999996
1210,2,3191,1,0,0,0,10,0,1,27.1,0,1,2,11,0,0,0,0,0,1,1,1,0,1,0,80.25,846.0,0.0,0,271.0,1117.0
1211,2,683,1,0,0,0,5,5,1,20.86,0,1,2,8,0,0,1,0,1,1,1,1,0,0,0,96.5,492.55,0.0,0,104.3,596.85
1212,2,159,1,0,0,0,2,5,1,40.43,1,1,0,27,0,0,0,0,1,0,1,1,0,1,0,85.65,181.5,0.0,0,80.86,262.36
1213,1,6762,1,0,1,1,25,3,1,8.91,1,1,2,10,0,0,1,1,1,1,1,1,0,1,0,104.95,2566.5,0.0,0,222.75,2789.25
1214,2,4904,1,0,0,0,1,5,1,14.78,0,1,1,59,0,1,0,0,0,0,1,1,0,0,1,50.65,50.65,0.0,0,14.78,65.42999999999999
1215,2,3655,1,0,0,0,1,5,1,8.56,1,1,2,24,0,1,0,0,0,1,1,1,0,1,1,90.85,90.85,0.0,0,8.56,99.41
1216,2,4677,1,0,0,0,34,3,1,1.55,0,1,2,14,0,1,0,0,0,0,0,1,0,1,1,73.95,2524.45,0.0,0,52.7,2577.1499999999996
1217,1,670,1,0,1,2,69,1,1,48.8,1,1,2,26,0,0,1,0,1,1,1,1,0,1,1,99.45,7007.6,0.0,0,3367.2,10374.8
1218,0,3366,1,0,0,0,1,5,1,36.63,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,19.9,19.9,0.0,0,36.63,56.53
1219,0,5666,1,0,0,0,1,5,1,14.17,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,19.6,19.6,0.0,0,14.17,33.77
1220,2,391,1,0,1,4,22,0,1,4.01,0,1,0,53,0,1,0,0,0,1,1,1,0,0,0,83.3,1845.9,0.0,0,88.22,1934.1200000000001
1221,0,6399,1,0,1,3,61,0,1,46.27,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,19.4,1182.55,0.0,0,2822.4700000000003,4005.0200000000004
1222,2,2052,1,0,0,0,12,0,1,11.12,0,1,1,14,0,0,0,0,0,0,0,1,0,1,0,45.4,518.9,0.0,0,133.44,652.3399999999999
1223,1,5505,1,0,0,0,60,0,1,10.7,1,1,2,71,0,1,1,0,1,1,1,1,0,1,0,105.9,6396.45,0.0,0,642.0,7038.45
1224,2,2882,1,0,0,0,1,5,1,29.78,0,1,2,13,0,0,0,0,0,0,0,1,0,0,1,69.55,69.55,0.0,0,29.78,99.33
1225,2,155,1,0,1,1,28,3,1,16.85,0,1,2,13,0,0,0,0,0,1,1,1,0,1,0,81.05,2227.1,0.0,0,471.80000000000007,2698.9
1226,1,602,1,0,1,3,4,5,1,9.56,1,1,2,48,0,0,1,0,1,1,1,1,0,0,0,101.15,385.9,0.0,0,38.24,424.14
1227,1,2688,1,0,0,0,7,0,1,47.03,1,1,2,2,0,1,0,0,1,1,1,0,0,1,0,99.8,673.25,0.0,10,329.21000000000004,1012.46
1228,2,3243,1,0,1,3,13,4,1,19.05,0,1,1,27,0,0,0,0,0,1,1,1,0,0,0,55.95,734.35,0.0,0,247.65,982.0
1229,2,2505,1,0,0,0,1,0,1,47.22,0,1,0,53,0,0,0,0,0,1,1,1,0,1,0,55.0,55.0,0.0,0,47.22,102.22
1230,2,6615,1,0,0,0,1,0,1,21.91,0,1,2,8,0,1,0,0,0,0,0,1,0,1,0,74.7,74.7,0.0,0,21.91,96.61
1231,2,1618,1,0,0,0,24,3,1,49.3,1,1,2,20,0,1,0,0,0,0,0,1,0,1,0,80.25,1861.5,0.0,0,1183.1999999999998,3044.7
1232,2,190,1,0,0,0,5,0,1,31.09,0,1,2,11,0,0,0,1,1,1,1,1,0,1,0,96.1,453.4,0.0,0,155.45,608.8499999999999
1233,2,4416,1,0,0,0,15,4,1,4.67,0,1,2,28,0,0,0,0,0,0,0,1,0,0,0,69.0,994.8,0.0,0,70.05,1064.85
1234,1,304,1,0,1,3,48,0,0,0.0,0,1,0,58,1,0,1,0,0,1,1,0,0,1,0,45.3,2145.0,0.0,140,0.0,2285.0
1235,2,4215,1,0,1,1,8,0,1,32.32,0,1,0,25,0,1,0,0,1,0,0,1,0,1,0,83.55,680.05,0.0,0,258.56,938.6099999999999
1236,2,5936,1,0,0,0,1,0,1,14.02,1,1,2,2,0,0,0,0,0,0,0,1,0,1,0,74.35,74.35,0.0,0,14.02,88.36999999999999
1237,2,261,1,0,1,1,2,0,1,9.79,0,1,2,41,1,0,0,0,0,0,0,1,0,1,0,74.4,139.4,0.0,0,19.58,158.98000000000002
1238,2,5832,1,0,0,0,22,4,0,0.0,0,1,1,16,0,1,1,0,0,1,1,1,1,1,0,43.75,903.6,0.0,0,0.0,903.6
1239,1,5528,1,0,0,0,12,4,1,16.07,1,1,2,14,1,1,1,0,0,1,1,1,0,1,0,99.7,1238.45,0.0,0,192.84,1431.29
1240,2,5129,1,0,1,4,2,0,1,18.79,0,1,2,19,0,0,0,1,1,1,1,1,0,1,0,94.2,167.5,0.0,0,37.58,205.07999999999998
1241,2,3241,1,0,1,1,6,0,1,36.12,1,1,2,23,0,0,0,1,0,0,0,1,0,1,0,80.5,502.85,0.0,0,216.71999999999997,719.5699999999999
1242,1,6624,1,0,0,0,40,0,1,35.58,1,1,2,8,0,0,1,1,1,1,1,1,0,0,0,104.8,4131.95,0.0,0,1423.1999999999998,5555.15
1243,2,4843,1,0,0,0,23,4,1,27.61,1,1,2,23,0,0,0,0,0,0,0,1,0,0,0,75.6,1758.6,0.0,0,635.03,2393.63
1244,1,5955,1,0,1,2,34,3,1,23.09,1,1,2,52,0,0,1,0,1,1,1,0,0,1,0,100.05,3480.0,0.0,20,785.06,4285.0599999999995
1245,2,6539,1,0,0,0,1,5,1,30.52,1,1,2,30,0,0,0,0,0,1,1,1,0,1,0,85.0,85.0,0.0,0,30.52,115.52
1246,2,923,1,0,0,0,10,4,1,5.92,1,1,2,11,0,0,0,0,1,0,0,1,0,1,0,86.05,834.1,0.0,0,59.2,893.3000000000001
1247,2,1942,1,0,0,0,13,4,0,0.0,0,1,1,17,1,0,0,1,1,0,0,1,0,1,1,45.55,597.0,0.0,0,0.0,597.0
1248,2,4963,1,0,1,5,39,3,1,40.25,0,1,2,19,0,1,0,0,1,0,0,1,0,1,1,86.3,3266.0,0.0,0,1569.75,4835.75
1249,2,3765,1,0,0,0,32,3,1,1.49,1,1,2,21,0,1,0,0,0,0,0,1,0,1,0,80.35,2596.15,0.0,0,47.68,2643.83
1250,1,641,1,0,0,0,35,3,1,10.49,1,1,2,17,0,0,1,0,1,1,1,1,0,1,0,100.25,3527.6,0.0,0,367.15000000000003,3894.75
1251,1,3304,1,0,1,2,56,0,1,26.15,1,1,2,7,0,1,0,0,1,1,1,0,1,0,1,100.3,5614.45,0.0,100,1464.3999999999999,7178.849999999999
1252,0,837,1,0,1,1,12,4,1,19.48,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,19.0,233.55,0.0,0,233.76,467.31
1253,2,2533,1,0,0,0,1,0,1,4.13,0,1,2,51,1,0,0,0,0,0,0,1,0,0,2,75.3,75.3,0.0,0,4.13,79.42999999999999
1254,2,489,1,0,0,0,12,4,1,36.24,1,1,1,30,1,0,1,1,0,0,0,1,0,1,2,61.65,713.75,0.0,0,434.88,1148.63
1255,2,4636,1,0,1,1,9,5,0,0.0,0,1,1,9,0,1,0,0,0,0,0,0,0,1,0,29.95,248.95,0.0,10,0.0,258.95
1256,2,3344,1,0,1,1,9,5,1,6.35,0,1,0,69,1,1,1,1,0,0,0,1,0,0,2,65.0,663.05,0.0,0,57.15,720.1999999999999
1257,0,682,1,0,0,0,7,5,1,16.04,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20.0,137.6,0.0,0,112.28,249.88
1258,1,5123,1,0,1,7,65,0,1,34.14,1,1,2,26,0,1,1,0,1,1,1,1,0,1,0,105.5,6985.65,0.0,0,2219.1,9204.75
1259,2,110,1,0,1,1,10,4,1,2.02,1,1,2,82,0,0,0,0,0,1,1,0,0,1,0,85.25,855.3,0.0,100,20.2,975.5
1260,2,3195,1,0,1,3,43,0,1,37.25,0,1,1,20,0,0,0,0,1,0,0,1,0,0,0,56.15,2499.3,0.0,0,1601.75,4101.05
1261,2,663,1,0,0,0,1,5,1,42.46,0,1,0,27,0,0,0,0,1,1,1,1,0,1,0,89.55,89.55,0.0,0,42.46,132.01
1262,2,606,1,0,0,0,1,5,1,5.55,0,1,1,13,0,0,0,0,0,0,0,1,0,1,2,45.7,45.7,0.0,0,5.55,51.25
1263,2,6745,1,0,0,0,3,0,1,26.26,0,1,2,30,0,0,0,0,0,0,0,1,0,1,0,69.55,222.3,0.0,0,78.78,301.08000000000004
1264,2,1360,1,0,0,0,1,5,1,22.16,0,1,2,47,0,0,1,0,0,0,0,0,0,1,2,74.6,74.6,0.0,10,22.16,106.75999999999999
1265,0,3113,1,0,1,2,2,5,1,15.14,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,19.85,35.9,0.0,0,30.28,66.18
1266,2,4007,1,0,0,0,4,5,0,0.0,0,1,0,16,0,0,0,0,0,0,0,1,0,1,2,24.25,96.05,0.0,0,0.0,96.05
1267,2,5337,1,0,0,0,2,5,1,7.64,0,1,2,27,0,0,0,0,0,0,0,1,0,0,0,69.65,145.15,0.0,0,15.28,160.43
1268,2,2711,1,0,0,0,4,0,1,45.4,0,1,1,27,0,0,0,0,0,0,0,1,0,0,2,45.65,191.05,0.0,0,181.6,372.65
1269,2,2292,1,0,0,0,1,5,1,32.86,1,1,2,58,0,0,0,0,0,0,0,1,0,1,2,75.05,75.05,0.0,0,32.86,107.91
1270,2,557,1,0,0,0,2,5,0,0.0,0,1,1,76,0,0,0,0,0,1,1,1,0,1,0,34.7,62.25,0.0,0,0.0,62.25
1271,2,998,1,0,1,1,1,5,1,35.71,0,1,0,3,0,0,0,0,0,1,1,1,0,0,0,80.0,80.0,0.0,0,35.71,115.71000000000001
1272,2,1565,1,0,0,0,3,5,1,26.52,1,1,2,10,0,0,0,0,0,0,0,1,0,1,1,75.1,270.7,0.0,0,79.56,350.26
1273,2,4170,1,0,1,1,3,0,1,13.54,0,1,0,51,0,0,1,0,0,0,0,1,0,1,0,50.15,168.15,0.0,0,40.62,208.77
1274,2,5075,1,0,0,0,25,3,1,26.81,0,1,2,12,1,1,0,0,0,0,0,1,0,1,0,79.85,2015.35,0.0,0,670.25,2685.6
1275,0,698,1,0,0,0,1,0,1,38.44,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,19.55,19.55,0.0,0,38.44,57.989999999999995
1276,2,3497,1,0,1,1,4,0,1,4.14,1,1,2,30,0,0,0,0,0,1,1,1,0,1,0,85.95,381.3,0.0,0,16.56,397.86
1277,2,1091,1,0,0,0,3,0,1,36.48,0,1,1,59,0,0,0,0,0,0,0,1,0,1,0,45.35,141.5,0.0,0,109.44,250.94
1278,2,4568,1,0,0,0,45,0,1,4.48,1,1,0,51,0,0,1,1,0,0,0,1,0,1,0,87.25,3941.7,0.0,0,201.60000000000002,4143.3
1279,2,3627,1,0,0,0,10,4,1,27.57,1,1,2,13,1,0,0,0,1,1,1,1,0,0,0,98.55,1008.55,0.0,0,275.7,1284.25
1280,2,1482,1,0,0,0,15,0,1,24.63,0,1,2,13,0,1,0,0,0,1,1,1,0,1,0,85.9,1269.55,0.0,0,369.45,1639.0
1281,2,1274,1,0,0,0,22,0,1,18.01,0,1,2,2,0,0,0,0,1,1,1,1,0,0,0,89.25,1907.85,0.0,0,396.22,2304.0699999999997
1282,2,5238,1,0,1,1,3,0,1,26.71,0,1,2,11,0,0,0,0,0,0,0,1,0,1,0,70.3,208.85,0.0,0,80.13,288.98
1283,2,143,1,0,0,0,15,0,1,48.93,1,1,2,15,0,0,0,0,1,1,1,1,0,1,0,93.35,1444.65,0.0,0,733.95,2178.6000000000004
1284,0,2742,1,0,0,0,1,0,1,49.51,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,19.9,19.9,0.0,0,49.51,69.41
1285,2,4130,1,0,1,1,5,0,1,41.57,0,1,0,27,1,0,1,0,0,1,1,1,0,1,2,88.9,454.15,0.0,0,207.85,662.0
1286,1,1372,1,0,1,1,33,3,1,41.8,0,1,2,41,0,0,1,0,1,1,1,0,1,1,0,95.8,3036.75,0.0,60,1379.3999999999999,4476.15
1287,2,5197,1,0,0,0,2,0,1,41.18,1,1,2,14,0,1,0,0,0,0,0,1,0,1,0,82.0,184.65,0.0,0,82.36,267.01
1288,2,206,1,0,0,0,2,0,1,25.49,0,1,1,9,0,0,0,0,0,0,0,1,0,0,0,45.35,89.5,0.0,0,50.98,140.48
1289,2,3274,1,0,0,0,1,0,1,34.04,0,1,1,23,0,0,0,1,0,0,0,1,0,1,0,52.2,52.2,0.0,0,34.04,86.24000000000001
1290,1,2099,1,0,0,0,62,2,1,22.64,1,1,2,9,0,0,1,0,1,1,1,1,1,1,0,96.75,6125.4,0.0,0,1403.68,7529.08
1291,1,1000,1,0,0,0,10,0,1,14.53,1,1,2,30,0,0,0,1,1,1,1,0,0,1,0,98.5,1058.25,0.0,110,145.29999999999998,1313.55
1292,2,2191,1,0,0,0,6,0,1,11.97,0,1,2,27,0,1,0,0,1,0,0,1,0,1,0,85.35,489.45,0.0,0,71.82000000000001,561.27
1293,1,2993,1,0,1,1,40,2,1,22.56,1,1,0,4,0,1,0,0,1,1,1,1,0,1,0,101.3,4113.1,0.0,0,902.4,5015.5
1294,2,1230,1,0,0,0,1,5,1,49.43,0,1,2,48,0,0,0,0,0,0,1,1,0,1,0,69.55,69.55,0.0,0,49.43,118.97999999999999
1295,1,1533,1,0,0,0,58,2,1,44.5,1,1,2,47,0,1,1,0,1,1,1,1,1,1,0,103.25,6017.65,0.0,0,2581.0,8598.65
1296,1,3425,1,0,0,0,70,1,1,12.19,1,1,2,42,1,0,0,1,1,1,1,1,2,1,1,104.0,7250.15,0.0,0,853.3,8103.45
1297,2,4451,1,0,0,0,2,5,1,24.05,0,1,2,27,0,0,1,0,0,1,1,1,0,1,2,86.2,178.7,0.0,0,48.1,226.79999999999998
1298,1,71,1,0,1,1,21,0,1,36.26,1,1,2,59,0,1,1,1,1,1,1,0,0,1,0,111.2,2317.1,0.0,120,761.4599999999999,3198.56
1299,2,1586,1,0,1,1,16,0,1,31.73,0,1,2,25,0,1,1,0,1,0,0,1,0,1,1,89.45,1430.25,0.0,0,507.68,1937.93
1300,1,2172,1,0,1,1,60,2,1,33.25,0,1,2,52,0,1,1,0,1,0,1,1,1,0,0,90.95,5453.4,0.0,0,1995.0,7448.4
1301,1,6426,1,0,1,1,50,2,1,29.43,1,1,2,14,1,1,0,1,1,1,1,1,1,0,0,108.55,5610.7,0.0,0,1471.5,7082.2
1302,2,4960,1,0,0,0,1,5,1,32.44,0,1,1,12,0,0,0,0,0,0,0,1,0,0,2,44.4,44.4,0.0,0,32.44,76.84
1303,0,704,1,0,1,1,12,0,1,37.65,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,19.8,229.6,0.0,0,451.79999999999995,681.4
1304,2,2110,1,0,0,0,1,5,1,32.85,0,1,2,53,0,0,0,0,1,1,1,1,0,1,0,89.9,89.9,0.0,0,32.85,122.75
1305,1,1640,1,0,0,0,62,2,1,32.58,1,1,2,15,0,0,1,0,1,1,1,1,1,1,0,100.15,6413.65,0.0,0,2019.9599999999998,8433.609999999999
1306,2,1498,1,0,0,0,1,5,1,1.28,0,1,1,27,0,1,0,0,0,0,0,1,0,0,0,50.8,50.8,0.0,0,1.28,52.08
1307,2,7010,1,0,0,0,3,5,1,47.62,0,1,0,29,0,1,0,0,1,1,1,1,0,1,0,95.1,307.4,0.0,0,142.85999999999999,450.26
1308,2,2896,1,0,0,0,22,0,1,46.28,1,1,2,16,0,0,0,0,1,1,1,0,0,1,1,94.65,2104.55,0.0,40,1018.1600000000001,3162.71
1309,2,2568,1,0,1,1,4,5,1,14.3,0,1,2,2,0,0,1,1,0,0,0,1,0,1,2,80.6,319.15,0.0,0,57.2,376.34999999999997
1310,2,2313,1,0,0,0,59,2,1,6.91,1,1,2,52,0,0,0,0,0,1,1,1,1,0,0,85.55,5084.65,0.0,0,407.69,5492.339999999999
1311,2,3581,1,0,0,0,60,2,0,0.0,0,1,0,5,0,1,0,0,1,1,1,1,0,1,0,50.8,3027.4,0.0,0,0.0,3027.4
1312,1,119,1,0,0,0,15,0,1,22.39,0,1,2,7,1,0,1,1,1,1,1,1,0,0,0,105.1,1582.75,0.0,0,335.85,1918.6
1313,1,6947,1,0,0,0,10,0,1,18.03,0,1,2,6,1,1,1,1,1,1,1,1,0,1,0,110.1,1043.3,0.0,0,180.3,1223.6
1314,2,2746,1,0,0,0,6,0,1,25.93,0,1,2,24,0,0,1,0,0,1,1,1,0,0,0,83.9,497.55,0.0,0,155.57999999999998,653.13
1315,1,5343,1,0,1,3,63,2,1,8.98,1,1,2,16,1,1,1,0,1,0,0,0,0,1,0,100.55,6215.35,0.0,0,565.74,6781.09
1316,1,2680,1,0,1,6,50,2,1,42.21,1,1,2,14,0,1,1,0,1,1,1,1,0,1,0,103.85,5017.9,0.0,0,2110.5,7128.4
1317,2,6504,1,0,0,0,1,0,0,0.0,0,1,1,12,0,0,0,0,0,0,0,1,0,0,0,24.6,24.6,0.0,0,0.0,24.6
1318,2,3015,1,0,0,0,12,0,1,34.92,0,1,0,23,1,0,0,1,1,1,1,1,0,1,0,98.9,1120.95,0.0,0,419.04,1539.99
1319,1,6853,1,0,0,0,9,0,1,38.76,1,1,2,82,0,0,1,0,1,1,1,1,0,0,1,98.3,923.5,0.0,0,348.84,1272.34
1320,2,1873,1,0,0,0,17,0,1,4.51,0,1,2,13,1,0,0,0,1,1,1,1,0,0,0,93.85,1625.65,0.0,0,76.67,1702.3200000000002
1321,2,6780,1,0,0,0,13,0,1,3.84,0,1,2,4,0,1,1,0,0,0,0,1,0,1,0,81.15,952.3,0.0,0,49.92,1002.2199999999999
1322,2,4540,1,0,0,0,6,0,1,19.74,1,1,2,27,1,0,0,0,0,0,0,1,0,1,0,79.05,434.5,0.0,0,118.44,552.94
1323,2,4739,1,0,0,0,3,0,1,23.82,1,1,2,24,0,0,0,0,0,0,0,1,0,0,0,74.4,215.8,0.0,0,71.46000000000001,287.26
1324,2,6646,1,0,1,1,1,0,1,32.08,0,1,1,73,0,0,0,0,0,0,1,1,0,0,1,44.7,44.7,0.0,0,32.08,76.78
1325,2,6441,1,0,0,0,1,0,1,10.41,0,1,1,17,0,0,0,0,0,0,0,1,0,1,2,45.7,45.7,0.0,0,10.41,56.11
1326,0,3166,1,0,0,0,7,0,1,9.14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19.25,112.3,0.0,0,63.980000000000004,176.28
1327,2,2203,1,0,0,0,2,0,1,48.34,1,1,2,28,0,0,0,0,1,1,1,1,0,1,0,96.0,174.8,0.0,0,96.68,271.48
1328,2,5184,1,0,0,0,1,5,1,15.44,0,1,2,51,0,0,0,0,1,1,1,0,0,0,0,90.55,90.55,0.0,60,15.44,165.99
1329,1,1958,1,0,0,0,71,1,1,49.42,1,1,2,53,1,0,1,1,1,1,1,1,2,1,0,108.05,7532.15,0.0,0,3508.82,11040.97
1330,2,4154,1,0,0,0,1,5,1,45.66,0,1,2,28,0,0,0,0,0,0,0,1,0,1,0,69.9,69.9,0.0,0,45.66,115.56
1331,2,6069,1,0,0,0,1,5,1,5.43,1,1,2,18,0,0,0,0,0,1,1,1,0,1,0,86.6,86.6,0.0,0,5.43,92.03
1332,2,2701,1,0,0,0,35,3,1,45.14,1,1,2,41,0,1,0,1,0,0,1,0,0,0,1,85.3,2917.5,23.89,130,1579.9,4603.51
1333,2,4713,1,0,0,0,34,3,1,4.66,0,1,2,21,0,0,0,0,0,0,0,1,0,1,1,70.0,2416.1,11.0,0,158.44,2563.54
1334,2,5932,1,0,0,0,7,5,1,48.36,0,1,2,15,0,0,1,0,1,1,1,1,0,1,0,95.35,660.9,34.29,0,338.52,965.13
1335,2,6706,1,0,0,0,18,0,1,34.21,1,1,2,19,0,0,0,1,0,1,1,1,0,1,0,90.1,1612.75,48.26,0,615.78,2180.27
1336,2,4969,1,0,0,0,2,0,1,30.73,0,1,2,39,0,0,0,0,0,0,1,1,0,0,0,68.95,119.75,0.0,0,61.46,181.21
1337,1,6236,1,0,1,1,32,3,1,33.57,1,1,2,26,1,0,0,0,1,1,1,0,0,1,1,99.55,3204.65,35.82,110,1074.24,4353.07
1338,2,3287,1,0,1,1,18,0,1,2.86,0,1,1,22,0,0,1,0,0,1,1,1,0,0,0,57.45,990.85,15.73,0,51.48,1026.6
1339,2,2712,1,0,1,1,12,0,1,27.82,0,1,1,26,0,0,0,0,0,1,1,1,1,0,1,53.65,696.35,0.0,0,333.84000000000003,1030.19
1340,2,5983,1,0,1,1,26,3,1,35.9,1,1,0,26,0,0,0,0,1,0,0,1,0,1,0,83.75,2070.6,0.0,0,933.4,3004.0
1341,2,7013,1,0,1,1,38,0,1,35.61,0,1,2,13,1,1,0,0,0,0,0,0,0,1,0,79.45,3013.05,9.36,40,1353.18,4396.87
1342,2,3445,1,0,1,1,32,0,1,5.99,0,1,2,5,0,0,0,0,0,0,0,1,0,1,0,69.75,2347.9,19.67,0,191.68,2519.91
1343,0,5917,1,0,0,0,1,5,1,6.08,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,19.65,19.65,0.0,0,6.08,25.729999999999997
1344,2,4021,1,0,0,0,5,5,0,0.0,0,1,1,2,0,0,1,0,0,1,1,1,0,0,0,39.5,210.75,39.27,0,0.0,171.48
1345,1,4239,1,0,1,1,40,2,1,16.33,1,1,2,23,0,0,0,0,1,1,1,1,0,1,0,97.1,3706.95,41.85,0,653.1999999999999,4318.3
1346,2,4931,1,0,0,0,5,5,1,43.99,0,1,2,42,0,0,0,0,0,1,1,0,0,1,0,80.0,412.5,40.0,10,219.95000000000002,602.45
1347,2,1112,1,0,0,0,10,0,1,45.69,0,1,2,18,1,0,0,0,1,0,0,1,0,1,2,84.7,832.05,12.81,0,456.9,1276.1399999999999
1348,2,1402,1,0,1,1,2,5,1,8.86,0,1,2,23,0,0,0,0,1,1,1,1,0,1,0,89.55,185.55,0.0,0,17.72,203.27
1349,2,248,1,0,0,0,23,0,1,38.69,1,1,0,69,0,0,0,1,1,0,1,1,0,1,0,90.6,1943.2,4.73,0,889.8699999999999,2828.34
1350,2,432,1,0,0,0,23,0,1,3.55,1,1,2,4,1,0,0,0,1,0,0,1,0,1,0,90.05,2169.8,27.38,0,81.64999999999999,2224.07
1351,1,3931,1,0,1,1,49,2,1,20.48,1,1,2,22,0,1,0,0,1,1,1,1,0,1,0,99.05,4853.75,14.24,0,1003.52,5843.030000000001
1352,2,4370,1,0,0,0,2,0,1,26.44,0,1,2,24,0,0,0,0,0,0,0,1,0,0,0,69.75,144.55,0.0,0,52.88,197.43
1353,2,2168,1,0,0,0,2,5,1,14.7,0,1,1,13,0,1,0,0,0,0,0,0,0,1,1,49.05,91.1,0.0,40,29.4,160.5
1354,2,445,1,0,0,0,7,5,1,9.25,1,1,2,29,0,0,1,0,1,1,1,1,0,1,0,98.05,713.0,0.0,0,64.75,777.75
1355,1,3046,1,0,0,0,41,2,1,21.56,1,1,2,59,1,1,1,1,1,1,1,1,0,1,0,114.5,4527.45,0.0,0,883.9599999999999,5411.41
1356,2,6962,1,0,0,0,2,5,1,17.33,0,1,2,14,0,0,0,0,0,1,1,1,0,1,0,80.95,171.15,0.0,0,34.66,205.81
1357,1,3211,1,0,1,1,25,0,1,35.27,0,1,2,4,0,0,0,0,1,1,1,0,1,1,0,90.4,2178.6,0.0,140,881.7500000000001,3200.35
1358,2,6244,1,0,1,1,3,5,1,29.29,0,1,0,52,0,1,1,0,0,0,1,1,0,1,2,56.15,168.15,0.0,0,87.87,256.02
