,clust,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
2253,2,8180,1,7247.206475,0,1,1,46,1,0,63267,1,2,92,22,31,0,8,1,3,0,0,530.340202,0,1
2254,1,3500,2,6085.304178,0,1,1,45,1,1,44712,1,2,82,19,14,2,8,0,2,0,0,537.78416,0,1
2255,1,8784,1,5480.070226,0,0,2,7,1,1,59311,0,0,69,8,38,0,9,0,2,0,3,14.812808,0,1
2256,1,3430,0,6876.309925,0,1,0,54,1,1,81957,1,0,86,23,76,0,4,1,4,1,1,433.426544,0,1
2257,1,6410,0,5368.887709,0,0,2,45,1,1,59601,1,1,67,28,2,0,6,1,5,3,1,321.6,0,1
2258,1,3444,3,8283.066678,0,2,3,38,1,1,71034,1,1,103,26,15,0,3,0,0,0,1,494.4,0,1
2259,1,175,4,5384.671725,0,0,0,42,0,1,13103,1,1,72,21,32,0,7,1,4,0,0,458.003651,0,1
2260,1,1926,3,3508.569533,1,1,1,49,2,1,20978,1,1,98,19,96,1,1,1,4,1,1,1176.2788,0,2
2261,2,5658,1,8427.172486,1,1,0,22,1,0,46503,1,0,215,4,21,1,1,1,3,0,0,1032.0,2,1
2262,1,7218,1,4553.809528,0,0,1,28,1,1,61064,2,1,113,32,77,0,1,1,5,2,1,539.774172,3,1
2263,2,5340,3,4318.433036,0,2,1,56,0,0,17572,1,1,110,0,35,0,1,1,3,2,2,639.769748,5,1
2264,1,4004,3,14091.19449,0,0,4,41,1,1,99823,0,1,116,2,64,0,2,0,1,0,1,250.183388,3,1
2265,2,5190,2,8693.631249,0,0,1,43,0,0,17453,1,1,118,12,70,1,9,1,4,0,1,566.4,3,2
2266,1,4238,3,6661.181553,0,2,1,20,1,1,55663,0,1,166,19,63,0,1,1,4,1,1,194.739777,3,0
2267,1,6293,4,2654.380994,0,0,4,33,1,1,73196,0,1,66,0,93,1,1,1,4,1,3,85.809817,0,0
2268,2,6948,3,4428.031583,1,0,3,18,1,0,58577,2,1,110,6,62,0,1,1,5,0,0,303.872752,3,1
2269,2,6683,2,5738.277584,0,0,3,3,1,0,88055,2,1,71,11,37,0,6,1,3,3,2,337.727542,0,1
2270,0,479,1,5815.049178,0,1,0,29,4,1,0,1,1,80,17,96,0,5,1,4,0,2,384.0,0,1
2271,1,6406,1,4425.905071,0,0,3,37,1,1,80892,1,1,110,15,76,0,1,1,5,2,1,528.0,3,1
2272,2,3538,0,2574.020376,1,0,4,2,1,0,34990,0,2,65,23,73,0,1,0,1,1,3,42.689135,0,1
2273,1,2550,1,2832.513487,0,0,1,18,1,1,37124,1,1,72,4,17,0,1,1,5,1,1,430.518791,5,1
2274,2,8248,1,4876.315707,0,0,3,7,1,0,22236,1,2,62,3,45,0,4,1,4,0,0,409.425049,5,1
2275,2,3681,4,5181.620895,1,0,4,46,1,0,97131,1,1,64,5,80,0,6,1,3,1,0,307.2,0,2
2276,2,4944,3,5947.215835,0,0,1,57,1,0,67760,1,1,74,19,19,0,3,2,8,3,1,465.278453,0,1
2277,0,2559,0,2563.863345,0,0,0,57,4,0,0,0,1,69,13,74,0,1,1,5,3,3,97.691104,0,1
2278,0,5669,2,15144.40954,0,0,1,41,4,1,0,1,1,62,6,44,1,2,1,4,2,1,307.649586,5,1
2279,1,4204,1,5558.304507,0,0,3,48,1,1,37473,1,1,70,0,92,0,3,0,0,0,1,336.0,0,1
2280,2,4363,4,8109.364607,0,0,3,26,1,0,32314,1,1,68,17,77,0,2,1,4,0,0,326.4,0,1
2281,1,2733,0,15638.57599,0,2,1,39,1,1,49214,2,1,102,0,82,3,2,0,1,0,0,371.322406,0,1
2282,2,1798,3,8334.317162,0,0,3,40,1,0,49851,1,0,69,27,85,1,2,1,5,0,1,331.2,0,2
2283,1,3638,4,10418.31143,0,1,3,25,0,1,27951,1,1,91,32,4,0,2,1,5,0,1,436.8,0,1
2284,0,5137,2,6846.150323,1,1,0,16,4,0,0,1,0,95,13,20,0,5,0,2,0,2,456.0,5,0
2285,2,6504,0,9403.875138,0,0,4,15,1,0,56410,2,1,117,13,73,0,3,1,4,0,0,523.99823,3,1
2286,2,3317,0,16985.49688,0,1,0,34,1,0,22497,1,1,212,15,71,0,7,2,6,0,1,1017.6,1,1
2287,2,1835,0,21101.21422,0,0,1,28,1,0,61347,1,1,106,27,66,0,2,1,4,3,1,604.237801,3,1
2288,2,9080,2,2914.955295,0,0,0,48,1,0,37803,1,0,74,26,51,0,1,1,5,0,0,355.2,0,2
2289,2,8885,2,8593.866533,0,0,4,44,1,0,91276,1,1,105,14,4,0,4,1,5,0,2,504.0,3,0
2290,1,2461,3,6861.745956,0,1,1,38,1,1,30816,2,1,87,10,43,0,4,1,3,2,2,237.57033,5,1
2291,2,5417,3,2680.900678,0,0,1,24,1,0,41968,2,1,67,11,96,0,1,0,2,0,0,183.207703,0,1
2292,1,995,0,15797.98978,0,0,4,41,1,1,35754,2,1,199,21,54,0,3,1,5,2,0,612.973779,1,1
2293,2,2897,1,2863.312165,0,0,4,36,1,0,36706,1,1,71,4,45,0,1,1,4,3,0,435.606086,0,2
2294,1,3235,4,30061.69259,0,1,3,18,1,1,48258,1,1,249,12,86,0,2,1,3,0,1,1195.2,1,1
2295,1,3386,0,10682.7619,0,1,4,21,1,1,52965,0,1,134,6,77,3,4,1,5,3,0,83.815183,3,1
2296,0,4853,3,2746.90319,0,1,0,13,4,1,0,1,2,84,25,44,0,1,1,5,3,2,604.8,0,1
2297,0,7453,3,2388.949198,0,0,0,35,4,0,0,1,1,65,8,5,0,1,1,4,0,0,455.644704,0,2
2298,1,1301,3,13776.74135,0,0,3,57,1,1,62634,0,2,116,10,89,0,2,1,4,2,2,122.017931,3,1
2299,2,154,3,17263.64048,0,0,0,44,1,0,96917,0,1,61,24,2,0,2,2,8,3,3,71.942176,0,1
2300,2,7402,0,4669.22664,1,2,3,29,1,0,76157,1,1,116,15,80,0,1,1,5,1,2,556.8,5,2
2301,2,89,1,4673.196379,0,0,1,49,1,0,53219,1,1,117,24,36,0,1,0,2,0,2,561.6,3,1
2302,2,4196,0,4347.591949,0,2,1,18,1,0,81412,2,0,109,1,29,0,1,1,5,0,1,344.294164,5,0
2303,2,3355,1,33873.18123,0,0,1,33,1,0,59744,2,1,105,1,79,0,2,1,4,0,0,476.486416,3,2
2304,2,6418,1,9100.787395,0,0,1,7,1,0,38898,1,0,117,26,68,0,3,0,1,0,0,561.6,3,2
2305,0,4319,1,6358.251692,0,1,3,13,4,1,0,0,1,94,19,98,2,4,1,4,0,0,17.938979,0,1
2306,2,2280,3,2628.468543,0,0,1,31,1,0,99961,1,1,66,6,54,2,1,1,3,2,0,316.8,0,1
2307,1,5966,3,7193.101159,0,1,3,0,1,1,30886,0,1,91,7,53,0,4,1,3,2,3,103.424766,5,1
2308,2,7051,4,5039.869278,0,1,4,48,1,0,35984,0,1,128,7,68,3,1,1,5,1,2,275.577631,3,1
2309,0,6056,2,3962.825542,0,1,1,1,4,0,0,2,1,125,27,97,4,1,1,5,2,1,539.5622,3,2
2310,0,7865,1,6425.709981,0,0,3,7,4,1,0,1,2,181,13,16,0,1,1,5,0,3,1303.2,1,2
2311,0,3836,3,15672.69696,0,1,4,18,4,1,0,1,1,139,4,35,0,2,1,5,0,1,667.2,3,1
2312,1,6487,0,3237.996209,1,1,4,4,1,1,60244,2,1,83,3,72,3,1,1,5,2,0,326.281835,0,1
2313,0,8733,1,12992.27561,0,0,3,52,4,0,0,1,2,72,8,61,0,2,1,5,0,0,518.4,0,1
2314,2,4114,1,22217.96796,0,0,1,26,1,0,37553,1,2,187,34,7,0,2,1,5,2,0,897.6,1,2
2315,0,8859,2,4931.258363,0,0,1,41,4,1,0,1,2,73,24,47,0,3,1,5,0,0,525.6,0,2
2316,1,4904,3,4330.38602,1,2,1,31,1,1,60475,1,1,107,9,18,0,1,1,5,1,1,513.6,0,1
2317,0,2159,0,8296.176276,0,0,2,43,4,1,0,1,1,111,3,59,0,9,1,5,2,3,672.91665,3,1
2318,0,6341,1,8334.359986,0,1,1,37,4,1,0,1,2,136,7,61,2,3,1,5,2,3,979.2,3,1
2319,1,5204,1,5348.071007,0,0,4,47,2,1,25545,1,1,69,19,49,0,9,1,5,0,0,331.2,0,1
2320,1,6602,0,2398.740007,0,0,4,12,3,1,24182,1,0,66,12,32,0,1,1,5,3,3,316.8,0,0
2321,2,9082,3,6622.05254,0,1,3,2,1,0,80979,0,0,84,32,27,2,3,1,5,0,0,25.961213,0,1
2322,0,820,0,4155.946211,0,0,0,2,4,1,0,1,2,62,8,20,0,7,0,2,1,0,446.4,0,1
2323,0,3674,0,8430.059143,0,0,3,48,4,0,0,0,1,74,20,3,0,2,1,3,0,1,47.502366,0,1
2324,1,5322,3,2545.518369,0,0,0,8,1,1,29250,1,1,64,27,30,0,1,1,5,3,0,308.240792,5,2
2325,2,2213,1,5004.583872,0,0,4,29,1,0,33566,2,1,63,25,56,1,4,1,5,0,2,205.043307,0,1
2326,2,2236,4,2899.702858,0,0,1,23,1,0,65247,1,1,72,14,55,0,1,0,1,0,0,381.238176,0,1
2327,1,4335,1,6767.806751,0,1,3,20,1,1,39650,1,1,86,18,8,0,6,1,3,1,1,922.335972,0,1
2328,0,131,1,3123.080994,1,0,0,34,4,1,0,1,1,101,1,83,4,1,1,3,0,0,960.115399,3,0
2329,1,974,3,8184.691323,0,0,1,4,1,1,82680,1,1,68,8,86,0,2,0,2,0,1,326.4,0,1
2330,0,827,1,7636.279594,0,2,3,49,4,1,0,1,2,111,30,86,0,3,0,2,1,0,799.2,5,2
2331,0,2259,3,9227.567263,0,1,1,13,4,1,0,1,2,129,15,42,0,3,1,3,2,2,619.2,3,1
2332,0,6878,3,7587.337272,0,0,0,54,4,1,0,1,1,69,17,60,0,2,1,5,0,1,460.741097,5,1
2333,0,6243,0,2191.133237,0,0,1,18,4,1,0,1,2,61,9,16,1,1,2,7,0,0,439.2,0,1
2334,1,1697,2,5004.135361,0,0,3,37,1,1,86834,0,2,64,2,93,0,8,0,0,3,0,0.099007,0,1
2335,2,8517,0,4794.931261,0,1,0,35,1,0,46143,0,0,122,15,85,0,1,1,4,0,2,223.028356,3,1
2336,1,2759,1,26730.06042,0,1,2,26,2,1,21275,1,0,240,3,58,0,2,1,3,2,0,1152.0,2,1
2337,1,579,0,4260.765808,0,0,3,19,1,1,47746,0,1,106,9,4,0,1,1,4,1,0,246.696768,3,1
2338,1,3695,1,15477.27854,0,2,1,5,1,1,51675,1,1,196,11,86,0,5,0,0,0,1,940.8,4,1
2339,1,6743,1,5126.836814,0,0,1,2,1,1,85522,2,1,64,1,56,0,3,1,4,3,1,165.002742,0,1
2340,0,2460,3,4068.092649,0,0,3,15,4,1,0,1,1,63,3,35,4,4,1,5,3,3,753.22565,5,1
2341,0,4830,3,17712.20524,0,1,1,16,4,0,0,1,2,84,17,5,0,2,0,2,0,1,633.294203,0,2
2342,1,5269,3,9775.816061,0,1,0,29,1,1,55632,2,2,123,35,98,0,7,1,4,0,0,478.609999,3,1
2343,0,6659,2,20534.39224,0,1,3,18,4,1,0,1,2,93,24,25,0,2,2,8,2,0,669.6,0,2
2344,0,1954,3,5800.188903,0,1,0,34,4,1,0,1,1,78,32,37,0,5,2,7,1,0,374.4,5,1
2345,1,8574,0,3319.620511,0,1,0,25,1,1,69152,0,2,89,8,83,4,1,1,5,2,3,221.359492,0,0
2346,1,8767,3,6529.431827,0,0,0,50,2,1,13476,1,2,67,3,30,2,2,0,2,2,1,433.588181,0,1
2347,0,6424,4,7602.663689,0,0,3,40,4,0,0,1,2,105,2,84,0,5,1,5,1,3,914.538629,3,2
2348,2,5997,3,2839.808041,0,0,1,31,1,0,33252,1,1,71,20,4,0,1,1,4,1,0,407.668083,0,1
2349,0,155,2,3288.209809,0,0,1,4,4,1,0,1,2,102,16,1,1,1,1,5,0,2,734.4,3,0
2350,2,1580,3,15031.5645,0,0,1,3,1,0,59456,1,1,189,11,7,0,8,1,5,1,2,907.2,1,0
2351,2,4922,1,5055.902381,0,0,0,21,1,0,88989,2,1,63,19,28,1,3,1,5,2,2,232.745161,0,2
2352,0,5845,0,8012.917253,0,0,3,56,4,1,0,1,1,107,17,39,0,5,0,1,0,1,513.6,3,1
2353,2,5451,1,8300.70769,0,0,1,13,0,0,17034,1,2,113,11,40,0,6,1,3,1,0,542.4,4,1
2354,2,2821,0,2516.103555,0,0,1,24,1,0,88435,0,1,62,16,61,0,1,1,5,2,1,136.263492,0,2
2355,2,8360,1,2749.407985,0,0,3,11,1,0,71445,1,2,70,6,95,2,1,1,5,0,1,336.0,0,1
2356,1,1265,1,8071.334962,0,0,0,54,1,1,72149,0,1,101,18,43,0,6,1,4,1,2,69.310166,3,1
2357,2,5681,3,2867.312197,1,1,0,45,3,0,23376,1,0,78,19,18,0,1,1,5,1,2,374.4,0,1
2358,1,4754,3,7285.030983,1,0,3,44,1,1,44788,1,1,61,6,48,0,2,1,5,1,0,386.031248,0,2
2359,2,3835,4,4118.588554,1,2,0,17,1,0,69379,1,2,103,14,79,0,1,1,4,0,1,494.4,5,1
2360,2,2422,3,5293.368089,0,1,0,33,1,0,38521,2,1,134,15,71,0,1,1,4,0,1,557.184015,3,1
2361,1,9061,1,13265.96256,0,0,3,45,1,1,34482,0,1,67,4,6,0,2,1,4,0,0,83.830109,0,1
2362,0,8915,1,2369.439009,0,0,0,29,4,0,0,1,2,68,35,35,0,1,1,4,0,2,487.345606,0,2
2363,1,6984,1,9816.528302,1,0,1,17,1,1,37256,0,1,62,15,7,0,2,0,1,0,1,128.969729,0,1
2364,2,3012,4,21914.40548,0,2,1,53,1,0,77311,0,1,181,18,36,0,2,1,3,0,0,113.609508,3,1
2365,1,4656,3,5143.88351,0,0,0,50,1,1,39268,2,1,66,30,96,1,9,1,3,0,0,188.870427,0,1
2366,1,3589,2,3136.698216,0,1,1,46,1,1,59644,1,1,79,15,94,0,1,0,2,0,0,379.2,0,1
2367,0,3787,3,7713.819259,0,0,3,51,4,0,0,1,1,68,2,33,0,2,1,4,1,0,326.4,0,1
2368,2,9102,0,2867.312197,1,1,0,45,3,0,23376,1,0,78,19,18,0,1,1,5,1,2,374.4,0,1
2369,2,6885,2,11516.40557,0,0,1,49,1,0,50854,0,0,73,15,72,0,2,1,4,0,1,101.489422,0,2
2370,2,8372,3,15025.19126,0,1,0,14,1,0,35158,0,1,76,14,27,0,2,1,5,3,1,165.958605,0,1
2371,2,3646,2,4013.849907,0,0,3,47,0,0,15413,1,1,106,4,67,0,1,1,3,1,1,508.8,3,0
2372,1,2766,3,3288.825448,0,1,1,5,2,1,17860,1,2,99,16,0,2,1,1,5,0,2,656.122925,5,1
2373,2,1770,0,13736.1325,1,2,4,28,0,0,16181,1,0,181,22,79,0,8,1,5,0,3,1261.319869,3,1
2374,1,3577,2,3890.87081,0,1,3,26,1,1,91182,2,1,96,8,90,0,1,1,3,1,0,249.140907,0,1
2375,2,705,3,5701.277221,0,0,0,4,1,0,41154,1,1,72,6,7,1,8,1,4,1,0,345.6,0,2
2376,1,5790,0,2590.214327,0,0,3,13,0,1,18746,1,1,68,21,93,0,1,1,4,1,1,326.4,0,0
2377,2,3448,3,3223.331519,0,1,1,7,1,0,70277,0,1,80,23,4,0,1,1,5,1,3,84.818806,0,2
2378,0,2379,3,4912.025292,0,0,0,13,4,0,0,1,2,66,23,38,0,4,1,4,0,1,668.158687,0,1
2379,1,2398,1,6532.010543,0,1,1,14,1,1,24919,1,1,84,21,2,1,5,1,5,1,2,420.420755,0,2
2380,0,412,3,8012.124825,0,1,0,43,4,1,0,2,2,79,22,82,0,2,1,5,0,1,335.234102,0,1
2381,0,6832,0,3731.504584,1,1,3,40,4,0,0,1,1,96,31,34,0,1,1,5,0,0,460.8,0,0
2382,2,3644,0,2702.380487,0,0,3,46,1,0,46370,1,1,68,28,86,1,1,1,3,1,3,326.4,5,1
2383,2,3508,0,23207.24981,0,0,4,46,1,0,89918,2,0,115,14,42,0,2,1,5,3,3,423.116739,3,1
2384,2,3551,3,3347.028677,0,1,3,32,1,0,37138,1,2,85,4,13,0,1,1,4,0,1,612.0,5,1
2385,1,8056,0,8382.630118,1,0,3,48,3,1,19683,1,1,117,17,41,1,9,1,3,0,3,561.6,4,1
2386,2,2712,3,11793.12528,0,0,1,54,1,0,32214,2,1,100,5,6,0,2,1,5,1,2,296.560998,3,1
2387,2,1486,1,2965.71995,0,0,1,24,1,0,26472,1,1,74,22,31,0,1,1,3,1,1,355.2,0,1
2388,2,6083,1,5646.323845,0,0,0,25,1,0,39841,1,2,72,9,40,0,5,1,5,0,0,440.128707,5,2
2389,2,6971,0,2452.491364,0,0,3,14,1,0,51085,1,1,62,4,58,1,1,1,5,2,2,406.902001,5,2
2390,1,3310,0,5953.213546,0,0,1,35,1,1,61006,0,1,74,6,99,0,9,0,2,1,1,73.919629,0,1
2391,1,5567,1,12883.81001,0,2,0,39,1,1,34148,2,1,109,27,30,0,2,1,4,0,0,451.566751,0,1
2392,1,2779,4,2471.528431,1,0,3,3,1,1,95697,0,1,61,16,55,0,1,1,5,1,0,114.273025,5,1
2393,2,7415,0,2927.07045,0,0,0,29,1,0,75685,1,1,73,35,47,0,1,1,5,1,0,369.918482,0,2
2394,1,3831,1,8400.788878,0,0,3,19,1,1,20870,1,0,72,20,90,0,2,1,4,2,0,345.6,0,1
2395,2,3291,2,2729.126448,0,0,3,58,1,0,66900,1,1,68,15,20,0,1,1,4,3,1,326.4,0,2
2396,0,7947,0,7643.068919,0,0,1,9,4,0,0,1,1,106,22,51,1,8,2,8,2,1,508.8,3,1
2397,1,7907,3,2493.591571,0,0,3,8,1,1,37043,0,0,68,25,89,3,1,1,4,3,1,30.984936,5,1
2398,1,2750,1,4170.572119,0,0,0,7,1,1,42837,2,1,106,15,39,0,1,1,5,0,0,290.580543,3,1
2399,1,3565,1,4908.207958,0,0,0,43,1,1,33305,1,1,62,3,12,0,5,2,7,0,2,353.77899,0,2
2400,0,8889,2,3891.583881,0,0,3,33,4,0,0,1,1,103,8,35,0,1,1,4,0,3,558.281543,4,1
2401,2,3618,3,2682.423898,0,0,3,48,0,0,24823,2,1,69,23,66,0,1,1,3,0,0,229.279059,0,1
2402,1,1276,2,10003.24729,0,1,0,46,1,1,98192,1,1,84,2,64,1,2,1,5,0,0,403.2,0,0
2403,2,5517,0,13094.60875,0,0,0,4,1,0,88249,0,2,108,9,71,0,2,1,5,0,0,244.803741,3,0
2404,1,4433,4,5719.785738,0,0,4,21,1,1,54585,1,1,71,33,39,1,3,1,4,2,2,340.8,5,2
2405,2,5739,3,9393.968332,0,2,4,14,1,0,39770,1,1,117,11,37,0,3,1,5,2,0,561.6,5,1
2406,1,2637,0,3433.82408,0,1,4,56,1,1,85367,0,1,85,27,20,0,1,1,4,3,0,67.975243,0,0
2407,1,5081,1,4932.878744,0,0,1,52,1,1,74809,2,1,61,7,35,0,3,1,4,1,1,283.787384,5,2
2408,1,1921,1,13610.10746,0,0,1,52,1,1,50144,1,1,114,0,35,0,2,1,5,1,3,786.934186,3,1
2409,1,4721,3,2913.323811,0,1,4,45,0,1,20075,1,0,79,7,2,1,1,1,5,0,3,483.731784,5,1
2410,2,4481,1,5111.304579,0,0,3,28,1,0,76448,1,1,63,9,13,0,3,1,5,2,3,302.4,0,1
2411,1,4410,1,4540.381153,0,0,3,11,1,1,59556,1,1,113,11,86,0,1,1,5,2,0,681.505066,4,0
2412,1,5450,0,5598.273622,0,0,0,58,0,1,14174,1,1,72,1,62,0,8,1,3,0,2,345.6,0,1
2413,1,7794,3,9638.066778,0,0,3,55,1,1,35230,0,1,61,27,2,1,2,1,3,0,2,16.214764,0,1
2414,0,7948,1,9801.287358,0,1,3,11,4,1,0,1,1,91,33,38,0,2,0,2,2,0,436.8,0,2
2415,0,4096,4,5504.139033,1,0,0,56,4,0,0,1,1,73,18,45,0,5,0,2,0,2,350.4,0,1
2416,0,8427,0,8447.801005,0,2,3,57,4,1,0,1,0,114,2,45,0,7,0,1,0,0,547.2,0,2
2417,1,2064,3,19927.63513,0,0,3,19,1,1,51352,0,0,66,21,87,3,2,1,4,0,1,95.661376,0,1
2418,1,473,1,5815.261714,0,0,1,6,1,1,76675,0,1,72,5,38,0,9,1,4,3,0,141.718568,0,2
2419,0,3855,0,18690.34066,0,0,1,34,4,1,0,1,2,68,6,94,0,2,1,4,0,0,326.4,0,2
2420,0,3722,0,7224.235434,0,0,1,9,4,1,0,2,1,72,27,21,2,2,1,4,0,0,297.419028,5,1
2421,2,5939,0,8595.982289,0,0,3,13,1,0,94242,0,1,71,35,7,1,2,1,3,0,0,41.229484,0,1
2422,0,4775,3,12362.08766,0,2,0,53,4,0,0,0,1,113,4,92,0,2,1,5,2,1,217.92632,0,1
2423,2,880,1,4916.303715,0,1,3,47,1,0,71153,0,1,122,1,94,0,1,0,2,1,3,209.019238,4,1
2424,1,6238,0,8935.274872,0,1,3,42,1,1,63326,1,1,225,5,99,0,1,1,5,1,1,1080.0,1,1
2425,2,4054,1,5433.214031,0,0,0,18,1,0,29629,2,1,71,21,51,4,5,2,6,0,0,228.443418,0,1
2426,0,8659,0,4847.24253,0,0,3,0,4,1,0,1,2,69,0,32,0,7,0,0,1,0,599.152722,0,2
2427,2,3345,1,5714.165863,0,0,4,39,0,0,23726,1,0,74,1,83,0,9,0,0,0,2,355.2,0,2
2428,2,8063,2,10097.68732,0,1,3,34,1,0,48999,1,1,86,6,65,3,2,0,2,0,3,412.8,0,1
2429,2,3042,3,4726.869327,1,1,0,21,2,0,13037,1,1,124,28,49,0,1,1,3,1,0,839.348464,3,2
2430,1,822,0,7079.790277,0,0,1,19,0,1,24245,1,1,63,0,22,0,2,0,2,0,0,302.4,5,0
2431,1,7916,2,5395.434909,0,1,0,37,1,1,44047,1,1,137,12,38,0,1,0,2,1,1,969.232217,4,1
2432,2,8909,3,9452.996411,0,2,0,11,1,0,91942,1,1,117,34,61,0,3,1,5,2,0,561.6,0,1
2433,2,2375,3,5284.312599,0,0,3,43,1,0,37640,2,0,67,25,74,0,4,1,4,0,2,174.046849,5,1
2434,2,7752,1,20215.3918,0,0,3,26,1,0,77058,0,0,63,16,42,0,2,1,3,1,1,119.331041,0,1
2435,0,585,3,2510.054168,0,0,3,26,4,1,0,1,2,73,29,38,0,1,0,0,1,0,525.6,0,1
2436,2,7877,1,19884.91592,0,0,1,25,1,0,63755,2,1,62,28,40,0,2,1,4,1,3,291.860708,5,1
2437,2,1661,1,4014.453113,1,1,2,55,1,0,37384,1,1,99,9,17,0,1,1,5,1,0,475.2,0,1
2438,1,6135,4,2540.689797,0,0,4,44,1,1,42557,0,2,65,4,35,0,1,1,5,3,0,57.562324,0,0
2439,2,287,4,27382.81893,0,1,3,27,1,0,45473,0,1,76,10,29,0,2,2,7,3,1,188.938397,5,1
2440,1,926,2,4875.31604,0,0,0,48,0,1,10743,1,1,70,12,64,2,8,1,3,2,1,336.0,5,1
2441,0,5752,3,12324.2654,0,2,3,23,4,0,0,1,2,113,5,90,0,2,1,4,1,1,813.6,0,1
2442,0,2999,0,2280.386988,0,0,1,34,4,0,0,2,1,61,16,29,0,1,1,4,1,0,283.881697,0,1
2443,0,1731,0,4165.994433,0,0,3,54,4,0,0,1,2,64,27,32,3,5,1,3,0,0,575.890362,0,2
2444,1,2356,1,4974.801539,1,0,0,6,1,1,75644,1,0,65,5,68,3,9,1,4,1,1,467.803638,5,1
2445,1,9078,3,2404.917967,0,0,0,29,1,1,63455,2,0,61,26,71,0,1,1,5,0,1,287.654819,5,1
2446,1,7323,3,3032.816016,0,1,0,20,1,1,73782,0,1,76,11,97,0,1,2,8,1,1,111.622054,0,0
2447,2,8401,3,2891.272351,0,0,0,35,1,0,80590,0,1,71,4,19,0,1,0,2,3,1,134.158389,0,2
2448,2,2978,1,15261.41386,0,1,0,53,1,0,59797,1,1,127,4,50,0,2,1,4,2,2,609.6,3,1
2449,2,388,0,5015.009472,1,1,0,46,1,0,48567,1,2,130,12,15,0,1,1,3,1,0,624.0,3,1
2450,1,8732,1,5325.394799,0,0,0,6,1,1,62470,2,1,66,34,84,0,4,1,5,2,0,243.766542,5,1
2451,2,7058,4,5291.395332,0,0,1,42,1,0,57338,1,2,66,9,85,0,3,1,3,0,2,316.8,0,2
2452,2,9076,0,16107.19004,0,0,3,4,1,0,63288,2,1,199,12,92,0,5,1,3,0,3,558.433218,1,1
2453,1,3652,0,7605.637524,0,0,0,18,1,1,55281,1,1,192,22,68,1,1,1,5,0,0,921.6,2,1
2454,2,2800,0,3065.365332,0,1,1,32,1,0,22985,1,1,77,4,65,0,1,2,6,1,0,458.056054,0,2
2455,2,2100,1,6245.575806,0,1,1,55,1,0,39608,0,1,78,14,15,1,7,0,2,1,0,22.961216,0,1
2456,2,6501,1,9406.381948,0,0,3,22,1,0,99189,0,2,117,27,27,0,3,0,2,2,3,75.302707,3,1
2457,0,4253,3,7815.46882,0,2,3,49,4,1,0,1,0,112,27,46,0,4,1,5,3,0,574.102379,0,2
2458,0,2123,1,9747.99401,0,1,1,20,4,1,0,1,0,92,7,89,0,2,1,5,0,0,514.360634,0,1
2459,1,251,3,4686.469674,1,0,1,26,1,1,58089,1,1,118,31,83,0,1,1,5,0,0,566.4,3,1
2460,2,8148,0,8869.619888,0,0,1,37,1,0,81350,0,1,110,1,28,0,9,1,5,2,1,228.185834,3,0
2461,0,6390,1,4741.808942,0,0,3,9,4,0,0,1,2,65,2,73,0,8,1,3,1,0,731.289267,5,1
2462,1,2069,3,24178.68478,0,1,1,14,1,1,43704,1,1,201,29,67,0,2,1,5,0,1,1064.482165,2,1
2463,1,2705,3,7951.777533,0,0,1,11,1,1,75497,0,0,100,5,72,0,3,1,5,0,1,71.773341,3,2
2464,1,2275,1,6762.082924,0,1,2,38,1,1,40372,0,1,85,15,17,0,4,0,1,2,1,76.975713,0,1
2465,2,5385,3,3044.78946,0,1,1,2,3,0,17489,1,0,85,31,28,0,1,0,2,3,1,587.689075,0,2
2466,2,3203,0,5908.16294,0,0,3,46,1,0,86277,2,0,74,19,33,0,3,1,4,1,0,212.039619,0,1
2467,0,2817,0,4574.547243,0,0,1,30,4,0,0,1,2,63,3,5,0,6,1,3,0,0,453.6,0,2
2468,0,5440,1,8377.499751,0,0,0,49,4,1,0,1,1,74,14,38,0,2,0,2,0,0,355.2,0,1
2469,1,925,4,22332.43946,1,1,1,23,1,1,49078,1,2,97,10,3,0,2,2,8,1,1,484.013411,0,1
2470,1,7069,1,5838.89915,1,0,3,51,1,1,81082,2,1,73,5,85,0,4,1,4,1,0,281.295903,0,0
2471,0,4542,1,7577.065297,0,0,0,52,4,1,0,1,2,116,20,9,2,6,1,5,1,1,835.2,4,1
2472,2,5125,0,8012.841201,0,0,1,40,1,0,40635,1,0,102,4,45,0,6,1,5,2,2,489.6,3,1
2473,2,6416,3,9217.978125,0,0,0,25,1,0,26351,1,0,119,14,87,0,7,1,4,2,1,571.2,3,1
2474,0,1239,3,2749.189304,0,1,3,17,4,1,0,1,2,80,15,83,0,1,1,4,0,2,824.487259,0,0
2475,2,7985,2,3588.87609,0,1,1,23,1,0,42836,2,1,89,32,99,0,1,0,2,2,1,244.580023,0,1
2476,1,3729,3,3954.538361,0,0,2,43,1,1,40175,0,0,102,34,78,1,1,1,3,2,1,154.721555,3,1
2477,1,2980,1,3230.576665,1,1,1,49,1,1,62873,2,0,81,0,41,0,1,1,4,1,2,207.75186,0,1
